ปีเดือน,รหัสจังหวัด,ชื่อจังหวัด,รหัสสำนักทะเบียน,ชื่อสำนักทะเบียน,รหัสตำบล,ชื่อตำบล,รหัสหมู่บ้าน,ชื่อหมู่บ้าน,จำนวนประชากรชาย,จำนวนประชากรหญิง,จำนวนประชากรทั้งหมด,จำนวนบ้าน (หลังคาเรือน)
﻿6412,0,ทั่วประเทศ,0,-,0,-,0,-,"32,339,118","33,832,321","66,171,439","27,708,635"
6412,10,กรุงเทพมหานคร,0,-,0,-,0,-,"2,592,292","2,935,702","5,527,994","3,147,231"
6412,10,กรุงเทพมหานคร,1001,ท้องถิ่นเขตพระนคร,0,-,0,-,"20,753","22,309","43,062","19,140"
6412,10,กรุงเทพมหานคร,1002,ท้องถิ่นเขตดุสิต,0,-,0,-,"43,840","37,654","81,494","31,693"
6412,10,กรุงเทพมหานคร,1003,ท้องถิ่นเขตหนองจอก,0,-,0,-,"86,985","91,871","178,856","68,505"
6412,10,กรุงเทพมหานคร,1004,ท้องถิ่นเขตบางรัก,0,-,0,-,"21,172","23,843","45,015","32,664"
6412,10,กรุงเทพมหานคร,1005,ท้องถิ่นเขตบางเขน,0,-,0,-,"87,386","98,814","186,200","115,522"
6412,10,กรุงเทพมหานคร,1006,ท้องถิ่นเขตบางกะปิ,0,-,0,-,"64,756","77,818","142,574","109,419"
6412,10,กรุงเทพมหานคร,1007,ท้องถิ่นเขตปทุมวัน,0,-,0,-,"19,596","22,167","41,763","32,328"
6412,10,กรุงเทพมหานคร,1008,ท้องถิ่นเขตป้อมปราบศัตรูพ่าย,0,-,0,-,"19,672","20,746","40,418","19,609"
6412,10,กรุงเทพมหานคร,1009,ท้องถิ่นเขตพระโขนง,0,-,0,-,"39,143","47,875","87,018","61,515"
6412,10,กรุงเทพมหานคร,1010,ท้องถิ่นเขตมีนบุรี,0,-,0,-,"66,632","74,742","141,374","63,274"
6412,10,กรุงเทพมหานคร,1011,ท้องถิ่นเขตลาดกระบัง,0,-,0,-,"84,621","93,803","178,424","100,871"
6412,10,กรุงเทพมหานคร,1012,ท้องถิ่นเขตยานนาวา,0,-,0,-,"34,827","40,249","75,076","53,663"
6412,10,กรุงเทพมหานคร,1013,ท้องถิ่นเขตสัมพันธวงศ์,0,-,0,-,"10,065","10,712","20,777","13,177"
6412,10,กรุงเทพมหานคร,1014,ท้องถิ่นเขตพญาไท,0,-,0,-,"32,448","33,764","66,212","44,826"
6412,10,กรุงเทพมหานคร,1015,ท้องถิ่นเขตธนบุรี,0,-,0,-,"47,330","53,887","101,217","61,449"
6412,10,กรุงเทพมหานคร,1016,ท้องถิ่นเขตบางกอกใหญ่,0,-,0,-,"29,283","33,367","62,650","32,521"
6412,10,กรุงเทพมหานคร,1017,ท้องถิ่นเขตห้วยขวาง,0,-,0,-,"37,246","46,032","83,278","86,846"
6412,10,กรุงเทพมหานคร,1018,ท้องถิ่นเขตคลองสาน,0,-,0,-,"31,176","36,403","67,579","40,914"
6412,10,กรุงเทพมหานคร,1019,ท้องถิ่นเขตตลิ่งชัน,0,-,0,-,"47,806","54,663","102,469","43,319"
6412,10,กรุงเทพมหานคร,1020,ท้องถิ่นเขตบางกอกน้อย,0,-,0,-,"47,817","53,694","101,511","51,364"
6412,10,กรุงเทพมหานคร,1021,ท้องถิ่นเขตบางขุนเทียน,0,-,0,-,"87,046","97,948","184,994","92,129"
6412,10,กรุงเทพมหานคร,1022,ท้องถิ่นเขตภาษีเจริญ,0,-,0,-,"57,096","65,728","122,824","65,974"
6412,10,กรุงเทพมหานคร,1023,ท้องถิ่นเขตหนองแขม,0,-,0,-,"72,347","83,013","155,360","63,568"
6412,10,กรุงเทพมหานคร,1024,ท้องถิ่นเขตราษฎร์บูรณะ,0,-,0,-,"36,852","40,657","77,509","38,059"
6412,10,กรุงเทพมหานคร,1025,ท้องถิ่นเขตบางพลัด,0,-,0,-,"40,151","48,139","88,290","57,812"
6412,10,กรุงเทพมหานคร,1026,ท้องถิ่นเขตดินแดง,0,-,0,-,"51,754","61,060","112,814","63,891"
6412,10,กรุงเทพมหานคร,1027,ท้องถิ่นเขตบึงกุ่ม,0,-,0,-,"63,412","75,922","139,334","76,268"
6412,10,กรุงเทพมหานคร,1028,ท้องถิ่นเขตสาทร,0,-,0,-,"34,930","39,057","73,987","43,840"
6412,10,กรุงเทพมหานคร,1029,ท้องถิ่นเขตบางซื่อ,0,-,0,-,"55,921","64,797","120,718","76,659"
6412,10,กรุงเทพมหานคร,1030,ท้องถิ่นเขตจตุจักร,0,-,0,-,"71,058","83,088","154,146","129,790"
6412,10,กรุงเทพมหานคร,1031,ท้องถิ่นเขตบางคอแหลม,0,-,0,-,"38,217","42,761","80,978","40,393"
6412,10,กรุงเทพมหานคร,1032,ท้องถิ่นเขตประเวศ,0,-,0,-,"85,211","96,421","181,632","93,842"
6412,10,กรุงเทพมหานคร,1033,ท้องถิ่นเขตคลองเตย,0,-,0,-,"43,403","48,233","91,636","78,678"
6412,10,กรุงเทพมหานคร,1034,ท้องถิ่นเขตสวนหลวง,0,-,0,-,"56,032","66,792","122,824","82,161"
6412,10,กรุงเทพมหานคร,1035,ท้องถิ่นเขตจอมทอง,0,-,0,-,"68,913","76,858","145,771","73,995"
6412,10,กรุงเทพมหานคร,1036,ท้องถิ่นเขตดอนเมือง,0,-,0,-,"83,606","84,315","167,921","78,493"
6412,10,กรุงเทพมหานคร,1037,ท้องถิ่นเขตราชเทวี,0,-,0,-,"32,260","35,475","67,735","54,612"
6412,10,กรุงเทพมหานคร,1038,ท้องถิ่นเขตลาดพร้าว,0,-,0,-,"52,473","63,129","115,602","58,086"
6412,10,กรุงเทพมหานคร,1039,ท้องถิ่นเขตวัฒนา,0,-,0,-,"37,755","43,627","81,382","82,927"
6412,10,กรุงเทพมหานคร,1040,ท้องถิ่นเขตบางแค,0,-,0,-,"89,222","103,209","192,431","94,679"
6412,10,กรุงเทพมหานคร,1041,ท้องถิ่นเขตหลักสี่,0,-,0,-,"47,405","53,129","100,534","58,706"
6412,10,กรุงเทพมหานคร,1042,ท้องถิ่นเขตสายไหม,0,-,0,-,"96,935","109,896","206,831","106,948"
6412,10,กรุงเทพมหานคร,1043,ท้องถิ่นเขตคันนายาว,0,-,0,-,"44,604","51,032","95,636","46,218"
6412,10,กรุงเทพมหานคร,1044,ท้องถิ่นเขตสะพานสูง,0,-,0,-,"43,972","51,950","95,922","41,892"
6412,10,กรุงเทพมหานคร,1045,ท้องถิ่นเขตวังทองหลาง,0,-,0,-,"48,304","57,597","105,901","63,328"
6412,10,กรุงเทพมหานคร,1046,ท้องถิ่นเขตคลองสามวา,0,-,0,-,"97,295","109,142","206,437","88,145"
6412,10,กรุงเทพมหานคร,1047,ท้องถิ่นเขตบางนา,0,-,0,-,"40,379","46,674","87,053","72,310"
6412,10,กรุงเทพมหานคร,1048,ท้องถิ่นเขตทวีวัฒนา,0,-,0,-,"36,457","42,341","78,798","34,905"
6412,10,กรุงเทพมหานคร,1049,ท้องถิ่นเขตทุ่งครุ,0,-,0,-,"57,748","65,644","123,392","55,205"
6412,10,กรุงเทพมหานคร,1050,ท้องถิ่นเขตบางบอน,0,-,0,-,"48,980","53,655","102,635","51,099"
6412,11,จังหวัดสมุทรปราการ,0,-,0,-,0,-,"645,884","710,565","1,356,449","733,185"
6412,11,จังหวัดสมุทรปราการ,1101,อำเภอเมืองสมุทรปราการ,0,-,0,-,"60,207","67,037","127,244","59,084"
6412,11,จังหวัดสมุทรปราการ,1102,อำเภอบางบ่อ,0,-,0,-,"46,049","48,735","94,784","46,974"
6412,11,จังหวัดสมุทรปราการ,1103,อำเภอบางพลี,0,-,0,-,"125,824","141,887","267,711","173,802"
6412,11,จังหวัดสมุทรปราการ,1104,อำเภอพระประแดง,0,-,0,-,"18,351","20,018","38,369","13,444"
6412,11,จังหวัดสมุทรปราการ,1105,อำเภอพระสมุทรเจดีย์,0,-,0,-,"56,107","60,648","116,755","55,716"
6412,11,จังหวัดสมุทรปราการ,1106,อำเภอบางเสาธง,0,-,0,-,"29,125","31,173","60,298","45,276"
6412,11,จังหวัดสมุทรปราการ,1183,ท้องถิ่นเทศบาลเมืองปากน้ำสมุทรปราการ,0,-,0,-,"17,488","19,942","37,430","16,532"
6412,11,จังหวัดสมุทรปราการ,1184,ท้องถิ่นเทศบาลตำบลบางเสาธง,0,-,0,-,"10,180","11,205","21,385","17,156"
6412,11,จังหวัดสมุทรปราการ,1185,ท้องถิ่นเทศบาลตำบลแหลมฟ้าผ่า,0,-,0,-,"10,426","10,995","21,421","9,469"
6412,11,จังหวัดสมุทรปราการ,1186,ท้องถิ่นเทศบาลตำบลพระสมุทรเจดีย์,0,-,0,-,"5,828","6,011","11,839","5,711"
6412,11,จังหวัดสมุทรปราการ,1187,ท้องถิ่นเทศบาลตำบลบางพลี,0,-,0,-,"5,861","5,883","11,744","2,212"
6412,11,จังหวัดสมุทรปราการ,1188,ท้องถิ่นเทศบาลตำบลบางบ่อ,0,-,0,-,"3,044","3,331","6,375","2,396"
6412,11,จังหวัดสมุทรปราการ,1189,ท้องถิ่นเทศบาลตำบลคลองสวน,0,-,0,-,"1,432","1,512","2,944",866
6412,11,จังหวัดสมุทรปราการ,1190,ท้องถิ่นเทศบาลตำบลคลองด่าน,0,-,0,-,"5,538","5,747","11,285","3,215"
6412,11,จังหวัดสมุทรปราการ,1191,ท้องถิ่นเทศบาลตำบลบางปู,0,-,0,-,"57,367","61,916","119,283","60,294"
6412,11,จังหวัดสมุทรปราการ,1192,ท้องถิ่นเทศบาลตำบลแพรกษา,0,-,0,-,"12,456","14,071","26,527","15,685"
6412,11,จังหวัดสมุทรปราการ,1193,ท้องถิ่นเทศบาลตำบลบางเมือง,0,-,0,-,"46,069","52,721","98,790","50,229"
6412,11,จังหวัดสมุทรปราการ,1194,ท้องถิ่นเทศบาลตำบลด่านสำโรง,0,-,0,-,"25,340","28,960","54,300","26,474"
6412,11,จังหวัดสมุทรปราการ,1195,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,0,-,0,-,"34,184","36,363","70,547","35,748"
6412,11,จังหวัดสมุทรปราการ,1196,ท้องถิ่นเทศบาลตำบลสำโรงเหนือ,0,-,0,-,"13,906","16,623","30,529","31,219"
6412,11,จังหวัดสมุทรปราการ,1197,ท้องถิ่นเทศบาลเมืองลัดหลวง,0,-,0,-,"33,180","36,237","69,417","37,499"
6412,11,จังหวัดสมุทรปราการ,1198,ท้องถิ่นเทศบาลเมืองพระประแดง,0,-,0,-,"4,207","4,487","8,694","2,185"
6412,11,จังหวัดสมุทรปราการ,1199,ท้องถิ่นเทศบาลนครสมุทรปราการ,0,-,0,-,"23,715","25,063","48,778","21,999"
6412,12,จังหวัดนนทบุรี,0,-,0,-,0,-,"599,167","689,470","1,288,637","728,953"
6412,12,จังหวัดนนทบุรี,1201,อำเภอเมืองนนทบุรี,0,-,0,-,"26,998","31,082","58,080","30,885"
6412,12,จังหวัดนนทบุรี,1202,อำเภอบางกรวย,0,-,0,-,"15,760","18,552","34,312","19,869"
6412,12,จังหวัดนนทบุรี,1203,อำเภอบางใหญ่,0,-,0,-,"48,652","56,388","105,040","52,740"
6412,12,จังหวัดนนทบุรี,1204,อำเภอบางบัวทอง,0,-,0,-,"87,502","100,127","187,629","98,118"
6412,12,จังหวัดนนทบุรี,1205,อำเภอไทรน้อย,0,-,0,-,"33,439","36,900","70,339","33,605"
6412,12,จังหวัดนนทบุรี,1206,อำเภอปากเกร็ด,0,-,0,-,"23,894","26,650","50,544","24,121"
6412,12,จังหวัดนนทบุรี,1286,ท้องถิ่นเทศบาลตำบลเสาธงหิน,0,-,0,-,"18,099","21,793","39,892","26,714"
6412,12,จังหวัดนนทบุรี,1287,ท้องถิ่นเทศบาลตำบลบางพลับ,0,-,0,-,"5,225","6,056","11,281","6,052"
6412,12,จังหวัดนนทบุรี,1288,ท้องถิ่นเทศบาลเมืองพิมลราช,0,-,0,-,"22,755","26,409","49,164","24,029"
6412,12,จังหวัดนนทบุรี,1289,ท้องถิ่นเทศบาลตำบลศาลากลาง,0,-,0,-,"9,892","11,478","21,370","11,481"
6412,12,จังหวัดนนทบุรี,1290,ท้องถิ่นเทศบาลเมืองไทรม้า,0,-,0,-,"11,026","13,007","24,033","15,853"
6412,12,จังหวัดนนทบุรี,1291,ท้องถิ่นเทศบาลตำบลไทรน้อย,0,-,0,-,"1,252","1,231","2,483","1,078"
6412,12,จังหวัดนนทบุรี,1292,ท้องถิ่นเทศบาลตำบลบางใหญ่,0,-,0,-,"6,054","6,589","12,643","5,957"
6412,12,จังหวัดนนทบุรี,1293,ท้องถิ่นเทศบาลตำบลบางม่วง,0,-,0,-,"3,048","3,174","6,222","2,851"
6412,12,จังหวัดนนทบุรี,1294,ท้องถิ่นเทศบาลตำบลปลายบาง,0,-,0,-,"21,583","25,318","46,901","23,656"
6412,12,จังหวัดนนทบุรี,1295,ท้องถิ่นเทศบาลเมืองบางศรีเมือง,0,-,0,-,"15,333","17,840","33,173","13,421"
6412,12,จังหวัดนนทบุรี,1296,ท้องถิ่นเทศบาลเมืองบางกรวย,0,-,0,-,"20,436","24,163","44,599","22,210"
6412,12,จังหวัดนนทบุรี,1297,ท้องถิ่นเทศบาลนครปากเกร็ด,0,-,0,-,"87,992","102,353","190,345","134,053"
6412,12,จังหวัดนนทบุรี,1298,ท้องถิ่นเทศบาลเมืองบางบัวทอง,0,-,0,-,"23,765","28,034","51,799","25,948"
6412,12,จังหวัดนนทบุรี,1299,ท้องถิ่นเทศบาลนครนนทบุรี,0,-,0,-,"116,462","132,326","248,788","156,312"
6412,13,จังหวัดปทุมธานี,0,-,0,-,0,-,"563,851","626,209","1,190,060","660,020"
6412,13,จังหวัดปทุมธานี,1301,อำเภอเมืองปทุมธานี,0,-,0,-,"61,698","68,295","129,993","69,029"
6412,13,จังหวัดปทุมธานี,1302,อำเภอคลองหลวง,0,-,0,-,"70,855","78,323","149,178","71,013"
6412,13,จังหวัดปทุมธานี,1304,อำเภอหนองเสือ,0,-,0,-,"25,759","26,187","51,946","16,849"
6412,13,จังหวัดปทุมธานี,1305,อำเภอลาดหลุมแก้ว,0,-,0,-,"29,321","30,752","60,073","30,194"
6412,13,จังหวัดปทุมธานี,1306,อำเภอลำลูกกา,0,-,0,-,"41,994","44,886","86,880","43,663"
6412,13,จังหวัดปทุมธานี,1307,อำเภอสามโคก,0,-,0,-,"21,708","23,276","44,984","20,052"
6412,13,จังหวัดปทุมธานี,1379,ท้องถิ่นเทศบาลเมืองลาดสวาย,0,-,0,-,"32,202","36,742","68,944","40,175"
6412,13,จังหวัดปทุมธานี,1380,ท้องถิ่นเทศบาลตำบลบางพูน,0,-,0,-,"12,274","13,802","26,076","20,334"
6412,13,จังหวัดปทุมธานี,1381,ท้องถิ่นเทศบาลตำบลบ้านกลาง,0,-,0,-,"5,988","6,693","12,681","6,840"
6412,13,จังหวัดปทุมธานี,1382,ท้องถิ่นเทศบาลเมืองลำสามแก้ว,0,-,0,-,"30,580","35,492","66,072","33,596"
6412,13,จังหวัดปทุมธานี,1384,ท้องถิ่นเทศบาลเมืองบึงยี่โถ,0,-,0,-,"15,331","18,126","33,457","15,749"
6412,13,จังหวัดปทุมธานี,1386,ท้องถิ่นเทศบาลเมืองบางกะดี,0,-,0,-,"7,070","7,928","14,998","7,555"
6412,13,จังหวัดปทุมธานี,1387,ท้องถิ่นเทศบาลตำบลบางเตย,0,-,0,-,"5,374","5,662","11,036","4,644"
6412,13,จังหวัดปทุมธานี,1388,ท้องถิ่นเทศบาลตำบลลำลูกกา,0,-,0,-,"9,286","10,328","19,614","10,407"
6412,13,จังหวัดปทุมธานี,1389,ท้องถิ่นเทศบาลตำบลลำไทร,0,-,0,-,"1,276","1,322","2,598","1,054"
6412,13,จังหวัดปทุมธานี,1390,ท้องถิ่นเทศบาลตำบลระแหง,0,-,0,-,"4,967","5,414","10,381","5,409"
6412,13,จังหวัดปทุมธานี,1391,ท้องถิ่นเทศบาลตำบลหนองเสือ,0,-,0,-,"1,648","1,759","3,407","1,896"
6412,13,จังหวัดปทุมธานี,1392,ท้องถิ่นเทศบาลเมืองสนั่นรักษ์,0,-,0,-,"15,289","17,124","32,413","17,691"
6412,13,จังหวัดปทุมธานี,1393,ท้องถิ่นเทศบาลตำบลธัญบุรี,0,-,0,-,"30,327","33,510","63,837","34,123"
6412,13,จังหวัดปทุมธานี,1394,ท้องถิ่นเทศบาลเมืองคลองหลวง,0,-,0,-,"31,645","35,646","67,291","55,813"
6412,13,จังหวัดปทุมธานี,1395,ท้องถิ่นเทศบาลตำบลบางหลวง,0,-,0,-,"3,518","3,874","7,392","4,497"
6412,13,จังหวัดปทุมธานี,1396,ท้องถิ่นเทศบาลเมืองท่าโขลง,0,-,0,-,"34,746","40,889","75,635","56,782"
6412,13,จังหวัดปทุมธานี,1397,ท้องถิ่นเทศบาลเมืองคูคต,0,-,0,-,"20,763","22,528","43,291","26,428"
6412,13,จังหวัดปทุมธานี,1398,ท้องถิ่นเทศบาลนครรังสิต,0,-,0,-,"39,132","45,252","84,384","56,705"
6412,13,จังหวัดปทุมธานี,1399,ท้องถิ่นเทศบาลเมืองปทุมธานี,0,-,0,-,"11,100","12,399","23,499","9,522"
6412,14,จังหวัดพระนครศรีอยุธยา,0,-,0,-,0,-,"394,024","426,488","820,512","342,753"
6412,14,จังหวัดพระนครศรีอยุธยา,1401,อำเภอพระนครศรีอยุธยา,0,-,0,-,"33,882","37,117","70,999","25,524"
6412,14,จังหวัดพระนครศรีอยุธยา,1402,อำเภอท่าเรือ,0,-,0,-,"14,776","16,275","31,051","11,511"
6412,14,จังหวัดพระนครศรีอยุธยา,1403,อำเภอนครหลวง,0,-,0,-,"10,491","11,449","21,940","11,490"
6412,14,จังหวัดพระนครศรีอยุธยา,1404,อำเภอบางไทร,0,-,0,-,"15,512","16,308","31,820","10,725"
6412,14,จังหวัดพระนครศรีอยุธยา,1405,อำเภอบางบาล,0,-,0,-,"6,926","7,481","14,407","5,490"
6412,14,จังหวัดพระนครศรีอยุธยา,1406,อำเภอบางปะอิน,0,-,0,-,"24,855","27,333","52,188","27,283"
6412,14,จังหวัดพระนครศรีอยุธยา,1407,อำเภอบางปะหัน,0,-,0,-,"17,546","18,748","36,294","12,672"
6412,14,จังหวัดพระนครศรีอยุธยา,1408,อำเภอผักไห่,0,-,0,-,"10,775","11,523","22,298","7,353"
6412,14,จังหวัดพระนครศรีอยุธยา,1409,อำเภอภาชี,0,-,0,-,"12,500","13,286","25,786","8,348"
6412,14,จังหวัดพระนครศรีอยุธยา,1410,อำเภอลาดบัวหลวง,0,-,0,-,"14,738","15,075","29,813","9,732"
6412,14,จังหวัดพระนครศรีอยุธยา,1411,อำเภอวังน้อย,0,-,0,-,"27,109","28,653","55,762","26,599"
6412,14,จังหวัดพระนครศรีอยุธยา,1412,อำเภอเสนา,0,-,0,-,"15,132","15,932","31,064","9,936"
6412,14,จังหวัดพระนครศรีอยุธยา,1413,อำเภอบางซ้าย,0,-,0,-,"6,876","7,039","13,915","4,486"
6412,14,จังหวัดพระนครศรีอยุธยา,1414,อำเภออุทัย,0,-,0,-,"22,345","24,232","46,577","21,869"
6412,14,จังหวัดพระนครศรีอยุธยา,1415,อำเภอมหาราช,0,-,0,-,"6,422","7,055","13,477","5,107"
6412,14,จังหวัดพระนครศรีอยุธยา,1416,อำเภอบ้านแพรก,0,-,0,-,"3,169","3,657","6,826","2,685"
6412,14,จังหวัดพระนครศรีอยุธยา,1466,ท้องถิ่นเทศบาลตำบลสามเมือง,0,-,0,-,"3,642","3,746","7,388","2,869"
6412,14,จังหวัดพระนครศรีอยุธยา,1467,ท้องถิ่นเทศบาลตำบลสามกอ,0,-,0,-,"3,313","3,652","6,965","2,924"
6412,14,จังหวัดพระนครศรีอยุธยา,1468,ท้องถิ่นเทศบาลตำบลบางนมโค,0,-,0,-,"3,593","4,038","7,631","4,162"
6412,14,จังหวัดพระนครศรีอยุธยา,1469,ท้องถิ่นเทศบาลตำบลบางกระสั้น,0,-,0,-,"6,221","7,092","13,313","5,779"
6412,14,จังหวัดพระนครศรีอยุธยา,1470,ท้องถิ่นเทศบาลตำบลเชียงรากน้อย,0,-,0,-,"4,938","5,261","10,199","4,451"
6412,14,จังหวัดพระนครศรีอยุธยา,1471,ท้องถิ่นเทศบาลตำบลคลองจิก,0,-,0,-,"4,439","4,977","9,416","5,508"
6412,14,จังหวัดพระนครศรีอยุธยา,1472,ท้องถิ่นเทศบาลตำบลปราสาททอง,0,-,0,-,"2,327","2,572","4,899","3,038"
6412,14,จังหวัดพระนครศรีอยุธยา,1473,ท้องถิ่นเทศบาลตำบลบ้านแพรก,0,-,0,-,953,"1,017","1,970",877
6412,14,จังหวัดพระนครศรีอยุธยา,1474,ท้องถิ่นเทศบาลตำบลโรงช้าง,0,-,0,-,"2,988","3,289","6,277","2,488"
6412,14,จังหวัดพระนครศรีอยุธยา,1475,ท้องถิ่นเทศบาลตำบลมหาราช,0,-,0,-,"1,562","1,649","3,211","1,447"
6412,14,จังหวัดพระนครศรีอยุธยา,1476,ท้องถิ่นเทศบาลตำบลอุทัย,0,-,0,-,"3,189","3,642","6,831","4,323"
6412,14,จังหวัดพระนครศรีอยุธยา,1477,ท้องถิ่นเทศบาลตำบลบางซ้าย,0,-,0,-,"2,549","2,661","5,210","1,869"
6412,14,จังหวัดพระนครศรีอยุธยา,1478,ท้องถิ่นเทศบาลตำบลหัวเวียง,0,-,0,-,"2,829","3,032","5,861","1,815"
6412,14,จังหวัดพระนครศรีอยุธยา,1479,ท้องถิ่นเทศบาลเมืองลำตาเสา,0,-,0,-,"10,515","11,083","21,598","9,870"
6412,14,จังหวัดพระนครศรีอยุธยา,1480,ท้องถิ่นเทศบาลตำบลลาดบัวหลวง,0,-,0,-,"1,306","1,352","2,658","1,426"
6412,14,จังหวัดพระนครศรีอยุธยา,1481,ท้องถิ่นเทศบาลตำบลภาชี,0,-,0,-,"2,500","2,802","5,302","2,567"
6412,14,จังหวัดพระนครศรีอยุธยา,1482,ท้องถิ่นเทศบาลตำบลลาดชะโด,0,-,0,-,"3,664","3,893","7,557","2,777"
6412,14,จังหวัดพระนครศรีอยุธยา,1483,ท้องถิ่นเทศบาลเมืองผักไห่,0,-,0,-,"4,557","4,884","9,441","4,389"
6412,14,จังหวัดพระนครศรีอยุธยา,1484,ท้องถิ่นเทศบาลตำบลพระอินทราชา,0,-,0,-,"4,457","4,977","9,434","6,504"
6412,14,จังหวัดพระนครศรีอยุธยา,1485,ท้องถิ่นเทศบาลตำบลบ้านสร้าง,0,-,0,-,"5,084","5,879","10,963","7,104"
6412,14,จังหวัดพระนครศรีอยุธยา,1486,ท้องถิ่นเทศบาลตำบลบางปะอิน,0,-,0,-,"3,291","3,377","6,668","2,194"
6412,14,จังหวัดพระนครศรีอยุธยา,1487,ท้องถิ่นเทศบาลตำบลบางปะหัน,0,-,0,-,"2,470","2,789","5,259","2,232"
6412,14,จังหวัดพระนครศรีอยุธยา,1488,ท้องถิ่นเทศบาลตำบลมหาพราหมณ์,0,-,0,-,"4,067","4,387","8,454","3,295"
6412,14,จังหวัดพระนครศรีอยุธยา,1489,ท้องถิ่นเทศบาลตำบลบางบาล,0,-,0,-,"5,157","5,734","10,891","3,733"
6412,14,จังหวัดพระนครศรีอยุธยา,1490,ท้องถิ่นเทศบาลตำบลราชคราม,0,-,0,-,"3,037","3,032","6,069","1,829"
6412,14,จังหวัดพระนครศรีอยุธยา,1491,ท้องถิ่นเทศบาลตำบลบางไทร,0,-,0,-,"5,005","5,240","10,245","3,842"
6412,14,จังหวัดพระนครศรีอยุธยา,1492,ท้องถิ่นเทศบาลตำบลอรัญญิก,0,-,0,-,"3,745","4,020","7,765","2,821"
6412,14,จังหวัดพระนครศรีอยุธยา,1493,ท้องถิ่นเทศบาลตำบลนครหลวง,0,-,0,-,"3,288","3,623","6,911","3,045"
6412,14,จังหวัดพระนครศรีอยุธยา,1494,ท้องถิ่นเทศบาลตำบลท่าหลวง,0,-,0,-,"3,934","4,412","8,346","4,141"
6412,14,จังหวัดพระนครศรีอยุธยา,1495,ท้องถิ่นเทศบาลเมืองอโยธยา,0,-,0,-,"9,240","10,770","20,010","10,337"
6412,14,จังหวัดพระนครศรีอยุธยา,1496,ท้องถิ่นเทศบาลตำบลเจ้าเจ็ด,0,-,0,-,"5,187","5,562","10,749","3,213"
6412,14,จังหวัดพระนครศรีอยุธยา,1497,ท้องถิ่นเทศบาลตำบลท่าเรือ,0,-,0,-,"3,016","3,444","6,460","3,193"
6412,14,จังหวัดพระนครศรีอยุธยา,1498,ท้องถิ่นเทศบาลเมืองเสนา,0,-,0,-,"1,729","1,936","3,665","1,460"
6412,14,จังหวัดพระนครศรีอยุธยา,1499,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,0,-,0,-,"23,178","25,501","48,679","20,421"
6412,15,จังหวัดอ่างทอง,0,-,0,-,0,-,"131,399","143,364","274,763","102,684"
6412,15,จังหวัดอ่างทอง,1501,อำเภอเมืองอ่างทอง,0,-,0,-,"20,653","22,959","43,612","17,022"
6412,15,จังหวัดอ่างทอง,1502,อำเภอไชโย,0,-,0,-,"3,401","3,685","7,086","2,420"
6412,15,จังหวัดอ่างทอง,1503,อำเภอป่าโมก,0,-,0,-,"8,919","9,848","18,767","6,758"
6412,15,จังหวัดอ่างทอง,1504,อำเภอโพธิ์ทอง,0,-,0,-,"20,785","22,804","43,589","15,604"
6412,15,จังหวัดอ่างทอง,1505,อำเภอแสวงหา,0,-,0,-,"15,022","15,748","30,770","10,154"
6412,15,จังหวัดอ่างทอง,1506,อำเภอวิเศษชัยชาญ,0,-,0,-,"24,352","26,320","50,672","18,332"
6412,15,จังหวัดอ่างทอง,1507,อำเภอสามโก้,0,-,0,-,"4,063","4,341","8,404","2,868"
6412,15,จังหวัดอ่างทอง,1590,ท้องถิ่นเทศบาลตำบลสามโก้,0,-,0,-,"5,024","5,588","10,612","3,569"
6412,15,จังหวัดอ่างทอง,1591,ท้องถิ่นเทศบาลตำบลวิเศษไชยชาญ,0,-,0,-,"2,720","3,191","5,911","3,013"
6412,15,จังหวัดอ่างทอง,1592,ท้องถิ่นเทศบาลตำบลบางจัก,0,-,0,-,"3,620","3,976","7,596","2,802"
6412,15,จังหวัดอ่างทอง,1593,ท้องถิ่นเทศบาลตำบลแสวงหา,0,-,0,-,"1,564","1,656","3,220","1,272"
6412,15,จังหวัดอ่างทอง,1594,ท้องถิ่นเทศบาลตำบลรำมะสัก,0,-,0,-,"1,999","2,188","4,187","1,579"
6412,15,จังหวัดอ่างทอง,1595,ท้องถิ่นเทศบาลตำบลโพธิ์ทอง,0,-,0,-,"1,985","2,241","4,226","1,841"
6412,15,จังหวัดอ่างทอง,1596,ท้องถิ่นเทศบาลตำบลไชโย,0,-,0,-,"6,063","6,505","12,568","4,201"
6412,15,จังหวัดอ่างทอง,1597,ท้องถิ่นเทศบาลตำบลเกษไชโย,0,-,0,-,"1,362","1,403","2,765",977
6412,15,จังหวัดอ่างทอง,1598,ท้องถิ่นเทศบาลตำบลป่าโมก,0,-,0,-,"4,200","4,558","8,758","3,647"
6412,15,จังหวัดอ่างทอง,1599,ท้องถิ่นเทศบาลเมืองอ่างทอง,0,-,0,-,"5,667","6,353","12,020","6,625"
6412,16,จังหวัดลพบุรี,0,-,0,-,0,-,"368,733","370,740","739,473","303,565"
6412,16,จังหวัดลพบุรี,1601,อำเภอเมืองลพบุรี,0,-,0,-,"51,772","51,130","102,902","41,642"
6412,16,จังหวัดลพบุรี,1602,อำเภอพัฒนานิคม,0,-,0,-,"26,766","27,644","54,410","23,684"
