ปีเดือน,รหัสจังหวัด,ชื่อจังหวัด,รหัสสำนักทะเบียน,ชื่อสำนักทะเบียน,รหัสตำบล,ชื่อตำบล,รหัสหมู่บ้าน,ชื่อหมู่บ้าน,จำนวนประชากรชาย,จำนวนประชากรหญิง,จำนวนประชากรทั้งหมด,จำนวนบ้าน (หลังคาเรือน)
6412,25,จังหวัดปราจีนบุรี,2502,อำเภอกบินทร์บุรี,0,-,0,-,"66,915","69,030","135,945","53,427"
6412,25,จังหวัดปราจีนบุรี,2503,อำเภอนาดี,0,-,0,-,"21,985","22,127","44,112","17,963"
6412,25,จังหวัดปราจีนบุรี,2506,อำเภอบ้านสร้าง,0,-,0,-,"13,551","14,080","27,631","9,746"
6412,25,จังหวัดปราจีนบุรี,2507,อำเภอประจันตคาม,0,-,0,-,"24,342","25,632","49,974","17,345"
6412,25,จังหวัดปราจีนบุรี,2508,อำเภอศรีมหาโพธิ,0,-,0,-,"36,648","38,220","74,868","53,589"
6412,25,จังหวัดปราจีนบุรี,2509,อำเภอศรีมโหสถ,0,-,0,-,"6,543","6,746","13,289","6,554"
6412,25,จังหวัดปราจีนบุรี,2587,ท้องถิ่นเทศบาลตำบลโคกมะกอก,0,-,0,-,"1,051","1,157","2,208",832
6412,25,จังหวัดปราจีนบุรี,2588,ท้องถิ่นเทศบาลตำบลโคกปีบ,0,-,0,-,"2,765","3,080","5,845","2,334"
6412,25,จังหวัดปราจีนบุรี,2589,ท้องถิ่นเทศบาลตำบลศรีมหาโพธิ,0,-,0,-,"1,750","1,868","3,618","2,439"
6412,25,จังหวัดปราจีนบุรี,2590,ท้องถิ่นเทศบาลตำบลกรอกสมบูรณ์,0,-,0,-,"1,734","1,765","3,499","1,287"
6412,25,จังหวัดปราจีนบุรี,2591,ท้องถิ่นเทศบาลตำบลประจันตคาม,0,-,0,-,"2,121","2,364","4,485","2,399"
6412,25,จังหวัดปราจีนบุรี,2592,ท้องถิ่นเทศบาลตำบลบ้านสร้าง,0,-,0,-,"1,595","1,647","3,242","1,650"
6412,25,จังหวัดปราจีนบุรี,2593,ท้องถิ่นเทศบาลตำบลนาดี,0,-,0,-,"3,878","4,033","7,911","3,342"
6412,25,จังหวัดปราจีนบุรี,2594,ท้องถิ่นเทศบาลตำบลสระบัว,0,-,0,-,886,926,"1,812",641
6412,25,จังหวัดปราจีนบุรี,2595,ท้องถิ่นเทศบาลตำบลเมืองเก่า,0,-,0,-,"3,209","3,318","6,527","4,480"
6412,25,จังหวัดปราจีนบุรี,2596,ท้องถิ่นเทศบาลตำบลบ้านนาปรือ,0,-,0,-,"1,120","1,113","2,233",798
6412,25,จังหวัดปราจีนบุรี,2598,ท้องถิ่นเทศบาลตำบลกบินทร์,0,-,0,-,"1,718","2,015","3,733","2,200"
6412,25,จังหวัดปราจีนบุรี,2599,ท้องถิ่นเทศบาลเมืองปราจีนบุรี,0,-,0,-,"7,617","8,786","16,403","8,944"
6412,26,จังหวัดนครนายก,0,-,0,-,0,-,"128,854","131,579","260,433","104,249"
6412,26,จังหวัดนครนายก,2601,อำเภอเมืองนครนายก,0,-,0,-,"42,480","42,340","84,820","35,219"
6412,26,จังหวัดนครนายก,2602,อำเภอปากพลี,0,-,0,-,"10,924","11,595","22,519","8,662"
6412,26,จังหวัดนครนายก,2603,อำเภอบ้านนา,0,-,0,-,"32,196","32,279","64,475","24,429"
6412,26,จังหวัดนครนายก,2604,อำเภอองครักษ์,0,-,0,-,"30,798","31,704","62,502","22,400"
6412,26,จังหวัดนครนายก,2695,ท้องถิ่นเทศบาลตำบลองครักษ์,0,-,0,-,"1,261","1,366","2,627","1,369"
6412,26,จังหวัดนครนายก,2696,ท้องถิ่นเทศบาลตำบลบ้านนา,0,-,0,-,"2,256","2,538","4,794","2,507"
6412,26,จังหวัดนครนายก,2697,ท้องถิ่นเทศบาลตำบลเกาะหวาย,0,-,0,-,831,944,"1,775",754
6412,26,จังหวัดนครนายก,2698,ท้องถิ่นเทศบาลตำบลท่าช้าง,0,-,0,-,493,497,990,328
6412,26,จังหวัดนครนายก,2699,ท้องถิ่นเทศบาลเมืองนครนายก,0,-,0,-,"7,615","8,316","15,931","8,581"
6412,27,จังหวัดสระแก้ว,0,-,0,-,0,-,"280,673","281,319","561,992","221,802"
6412,27,จังหวัดสระแก้ว,2701,อำเภอเมืองสระแก้ว,0,-,0,-,"43,824","43,088","86,912","29,895"
6412,27,จังหวัดสระแก้ว,2702,อำเภอคลองหาด,0,-,0,-,"19,539","19,453","38,992","13,736"
6412,27,จังหวัดสระแก้ว,2703,อำเภอตาพระยา,0,-,0,-,"27,452","27,307","54,759","16,435"
6412,27,จังหวัดสระแก้ว,2704,อำเภอวังน้ำเย็น,0,-,0,-,"20,353","20,267","40,620","15,145"
6412,27,จังหวัดสระแก้ว,2705,อำเภอวัฒนานคร,0,-,0,-,"38,514","38,034","76,548","27,003"
6412,27,จังหวัดสระแก้ว,2706,อำเภออรัญประเทศ,0,-,0,-,"36,705","37,812","74,517","36,739"
6412,27,จังหวัดสระแก้ว,2707,อำเภอเขาฉกรรจ์,0,-,0,-,"25,592","25,458","51,050","16,425"
6412,27,จังหวัดสระแก้ว,2708,อำเภอโคกสูง,0,-,0,-,"13,536","13,768","27,304","8,465"
6412,27,จังหวัดสระแก้ว,2709,อำเภอวังสมบูรณ์,0,-,0,-,"12,737","12,593","25,330","10,477"
6412,27,จังหวัดสระแก้ว,2791,ท้องถิ่นเทศบาลตำบลวังสมบูรณ์,0,-,0,-,"5,310","5,419","10,729","5,089"
6412,27,จังหวัดสระแก้ว,2792,ท้องถิ่นเทศบาลตำบลเขาฉกรรจ์,0,-,0,-,"2,399","2,450","4,849","2,349"
6412,27,จังหวัดสระแก้ว,2793,ท้องถิ่นเทศบาลตำบลวัฒนานคร,0,-,0,-,"2,650","3,073","5,723","3,061"
6412,27,จังหวัดสระแก้ว,2794,ท้องถิ่นเทศบาลเมืองวังน้ำเย็น,0,-,0,-,"10,016","10,609","20,625","9,918"
6412,27,จังหวัดสระแก้ว,2795,ท้องถิ่นเทศบาลตำบลตาพระยา,0,-,0,-,"1,272","1,305","2,577","1,153"
6412,27,จังหวัดสระแก้ว,2796,ท้องถิ่นเทศบาลตำบลศาลาลำดวน,0,-,0,-,"1,278","1,330","2,608","1,198"
6412,27,จังหวัดสระแก้ว,2797,ท้องถิ่นเทศบาลตำบลท่าเกษม,0,-,0,-,"1,694","1,895","3,589","1,639"
6412,27,จังหวัดสระแก้ว,2798,ท้องถิ่นเทศบาลเมืองอรัญญประเทศ,0,-,0,-,"8,979","7,922","16,901","11,405"
6412,27,จังหวัดสระแก้ว,2799,ท้องถิ่นเทศบาลเมืองสระแก้ว,0,-,0,-,"8,823","9,536","18,359","11,670"
6412,30,จังหวัดนครราชสีมา,0,-,0,-,0,-,"1,293,783","1,340,371","2,634,154","1,024,002"
6412,30,จังหวัดนครราชสีมา,3001,อำเภอเมืองนครราชสีมา,0,-,0,-,"112,008","123,088","235,096","113,604"
6412,30,จังหวัดนครราชสีมา,3002,อำเภอครบุรี,0,-,0,-,"39,765","40,682","80,447","30,740"
6412,30,จังหวัดนครราชสีมา,3003,อำเภอเสิงสาง,0,-,0,-,"28,255","28,660","56,915","17,420"
6412,30,จังหวัดนครราชสีมา,3004,อำเภอคง,0,-,0,-,"36,684","37,709","74,393","21,549"
6412,30,จังหวัดนครราชสีมา,3005,อำเภอบ้านเหลื่อม,0,-,0,-,"8,550","8,677","17,227","5,169"
6412,30,จังหวัดนครราชสีมา,3006,อำเภอจักราช,0,-,0,-,"33,649","33,897","67,546","19,420"
6412,30,จังหวัดนครราชสีมา,3007,อำเภอโชคชัย,0,-,0,-,"24,226","25,752","49,978","19,362"
6412,30,จังหวัดนครราชสีมา,3008,อำเภอด่านขุนทด,0,-,0,-,"54,206","55,572","109,778","34,942"
6412,30,จังหวัดนครราชสีมา,3009,อำเภอโนนไทย,0,-,0,-,"26,751","27,912","54,663","16,931"
6412,30,จังหวัดนครราชสีมา,3010,อำเภอโนนสูง,0,-,0,-,"41,679","43,370","85,049","25,339"
6412,30,จังหวัดนครราชสีมา,3011,อำเภอขามสะแกแสง,0,-,0,-,"16,625","16,714","33,339","9,945"
6412,30,จังหวัดนครราชสีมา,3012,อำเภอบัวใหญ่,0,-,0,-,"33,815","33,735","67,550","19,319"
6412,30,จังหวัดนครราชสีมา,3013,อำเภอประทาย,0,-,0,-,"35,370","35,888","71,258","19,681"
6412,30,จังหวัดนครราชสีมา,3014,อำเภอปักธงชัย,0,-,0,-,"45,178","47,401","92,579","32,621"
6412,30,จังหวัดนครราชสีมา,3015,อำเภอพิมาย,0,-,0,-,"59,096","61,019","120,115","39,486"
6412,30,จังหวัดนครราชสีมา,3016,อำเภอห้วยแถลง,0,-,0,-,"35,347","35,008","70,355","19,638"
6412,30,จังหวัดนครราชสีมา,3017,อำเภอชุมพวง,0,-,0,-,"36,818","37,117","73,935","20,373"
6412,30,จังหวัดนครราชสีมา,3018,อำเภอสูงเนิน,0,-,0,-,"35,447","37,141","72,588","29,838"
6412,30,จังหวัดนครราชสีมา,3019,อำเภอขามทะเลสอ,0,-,0,-,"12,713","13,259","25,972","8,577"
6412,30,จังหวัดนครราชสีมา,3020,อำเภอสีคิ้ว,0,-,0,-,"43,013","43,707","86,720","32,549"
6412,30,จังหวัดนครราชสีมา,3021,อำเภอปากช่อง,0,-,0,-,"61,989","63,148","125,137","68,512"
6412,30,จังหวัดนครราชสีมา,3022,อำเภอหนองบุญมาก,0,-,0,-,"30,065","30,699","60,764","18,709"
6412,30,จังหวัดนครราชสีมา,3023,อำเภอแก้งสนามนาง,0,-,0,-,"18,254","18,500","36,754","10,801"
6412,30,จังหวัดนครราชสีมา,3024,อำเภอโนนแดง,0,-,0,-,"10,243","10,643","20,886","5,643"
6412,30,จังหวัดนครราชสีมา,3025,อำเภอวังน้ำเขียว,0,-,0,-,"21,733","21,935","43,668","19,500"
6412,30,จังหวัดนครราชสีมา,3026,อำเภอเทพารักษ์,0,-,0,-,"12,733","12,564","25,297","8,603"
6412,30,จังหวัดนครราชสีมา,3027,อำเภอเมืองยาง,0,-,0,-,"9,929","9,776","19,705","5,545"
6412,30,จังหวัดนครราชสีมา,3028,อำเภอพระทองคำ,0,-,0,-,"18,237","18,435","36,672","12,224"
6412,30,จังหวัดนครราชสีมา,3029,อำเภอลำทะเมนชัย,0,-,0,-,"13,977","14,098","28,075","7,627"
6412,30,จังหวัดนครราชสีมา,3030,อำเภอบัวลาย,0,-,0,-,"10,680","10,814","21,494","6,473"
6412,30,จังหวัดนครราชสีมา,3031,อำเภอสีดา,0,-,0,-,"10,020","10,051","20,071","5,991"
6412,30,จังหวัดนครราชสีมา,3032,อำเภอเฉลิมพระเกียรติ,0,-,0,-,"15,173","15,870","31,043","9,512"
6412,30,จังหวัดนครราชสีมา,3037,ท้องถิ่นเทศบาลตำบลเมืองยาง,0,-,0,-,"4,023","4,080","8,103","2,328"
6412,30,จังหวัดนครราชสีมา,3038,ท้องถิ่นเทศบาลตำบลหนองน้ำใส,0,-,0,-,"6,675","6,641","13,316","5,075"
6412,30,จังหวัดนครราชสีมา,3039,ท้องถิ่นเทศบาลตำบลด่านคล้า,0,-,0,-,"4,185","4,373","8,558","2,612"
6412,30,จังหวัดนครราชสีมา,3040,ท้องถิ่นเทศบาลตำบลใหม่,0,-,0,-,"6,351","6,454","12,805","3,553"
6412,30,จังหวัดนครราชสีมา,3041,ท้องถิ่นเทศบาลตำบลหนองบัวตะเกียด,0,-,0,-,"4,264","4,518","8,782","2,695"
6412,30,จังหวัดนครราชสีมา,3042,ท้องถิ่นเทศบาลตำบลบัลลังก์,0,-,0,-,"3,879","3,912","7,791","2,469"
6412,30,จังหวัดนครราชสีมา,3043,ท้องถิ่นเทศบาลตำบลหนองไข่น้ำ,0,-,0,-,"3,085","3,064","6,149","1,841"
6412,30,จังหวัดนครราชสีมา,3044,ท้องถิ่นเทศบาลตำบลท่าเยี่ยม,0,-,0,-,"5,556","5,723","11,279","5,482"
6412,30,จังหวัดนครราชสีมา,3045,ท้องถิ่นเทศบาลตำบลสีมามงคล,0,-,0,-,"4,488","4,520","9,008","4,308"
6412,30,จังหวัดนครราชสีมา,3046,ท้องถิ่นเทศบาลตำบลลำนางแก้ว,0,-,0,-,"2,367","2,407","4,774","1,397"
6412,30,จังหวัดนครราชสีมา,3047,ท้องถิ่นเทศบาลตำบลดอนหวาย,0,-,0,-,"1,737","1,895","3,632","1,314"
6412,30,จังหวัดนครราชสีมา,3048,ท้องถิ่นเทศบาลตำบลหมูสี,0,-,0,-,"6,630","6,736","13,366","11,491"
6412,30,จังหวัดนครราชสีมา,3049,ท้องถิ่นเทศบาลตำบลโพธิ์กลาง,0,-,0,-,"15,363","14,105","29,468","13,508"
6412,30,จังหวัดนครราชสีมา,3050,ท้องถิ่นเทศบาลตำบลหัวทะเล,0,-,0,-,"13,190","14,539","27,729","13,858"
6412,30,จังหวัดนครราชสีมา,3051,ท้องถิ่นเทศบาลตำบลวังไทร,0,-,0,-,"5,665","5,849","11,514","5,195"
6412,30,จังหวัดนครราชสีมา,3052,ท้องถิ่นเทศบาลตำบลปรุใหญ่,0,-,0,-,"4,715","5,146","9,861","5,156"
6412,30,จังหวัดนครราชสีมา,3053,ท้องถิ่นเทศบาลตำบลหนองไผ่ล้อม,0,-,0,-,"10,688","4,498","15,186","11,300"
6412,30,จังหวัดนครราชสีมา,3054,ท้องถิ่นเทศบาลตำบลท่าช้าง,0,-,0,-,"2,420","2,584","5,004","2,096"
6412,30,จังหวัดนครราชสีมา,3055,ท้องถิ่นเทศบาลตำบลสีดา,0,-,0,-,"1,783","1,839","3,622","1,470"
6412,30,จังหวัดนครราชสีมา,3056,ท้องถิ่นเทศบาลตำบลหนองบัวลาย,0,-,0,-,"1,208","1,229","2,437",872
6412,30,จังหวัดนครราชสีมา,3057,ท้องถิ่นเทศบาลตำบลหนองบัววง,0,-,0,-,"2,276","2,353","4,629","1,847"
6412,30,จังหวัดนครราชสีมา,3058,ท้องถิ่นเทศบาลตำบลพระทองคำ,0,-,0,-,"1,970","2,078","4,048","1,652"
6412,30,จังหวัดนครราชสีมา,3059,ท้องถิ่นเทศบาลตำบลศาลเจ้าพ่อ,0,-,0,-,892,"1,017","1,909",955
6412,30,จังหวัดนครราชสีมา,3060,ท้องถิ่นเทศบาลตำบลโนนแดง,0,-,0,-,"2,095","2,193","4,288","1,586"
6412,30,จังหวัดนครราชสีมา,3061,ท้องถิ่นเทศบาลตำบลกลางดง,0,-,0,-,"2,486","2,569","5,055","2,730"
6412,30,จังหวัดนครราชสีมา,3062,ท้องถิ่นเทศบาลเมืองสีคิ้ว,0,-,0,-,"7,794","8,719","16,513","9,453"
6412,30,จังหวัดนครราชสีมา,3063,ท้องถิ่นเทศบาลตำบลลาดบัวขาว,0,-,0,-,"1,962","2,164","4,126","2,244"
6412,30,จังหวัดนครราชสีมา,3064,ท้องถิ่นเทศบาลตำบลคลองไผ่,0,-,0,-,"1,972","1,670","3,642","1,751"
6412,30,จังหวัดนครราชสีมา,3065,ท้องถิ่นเทศบาลตำบลขามทะเลสอ,0,-,0,-,"2,104","2,186","4,290","2,198"
6412,30,จังหวัดนครราชสีมา,3066,ท้องถิ่นเทศบาลตำบลสูงเนิน,0,-,0,-,"4,640","5,213","9,853","6,308"
6412,30,จังหวัดนครราชสีมา,3067,ท้องถิ่นเทศบาลตำบลกุดจิก,0,-,0,-,"1,260","1,431","2,691","1,405"
6412,30,จังหวัดนครราชสีมา,3068,ท้องถิ่นเทศบาลตำบลชุมพวง,0,-,0,-,"4,293","4,533","8,826","3,841"
6412,30,จังหวัดนครราชสีมา,3069,ท้องถิ่นเทศบาลตำบลหินดาด,0,-,0,-,"1,399","1,385","2,784",780
6412,30,จังหวัดนครราชสีมา,3070,ท้องถิ่นเทศบาลตำบลห้วยแถลง,0,-,0,-,"1,492","1,660","3,152","1,624"
6412,30,จังหวัดนครราชสีมา,3071,ท้องถิ่นเทศบาลตำบลพิมาย,0,-,0,-,"3,594","4,174","7,768","2,903"
6412,30,จังหวัดนครราชสีมา,3072,ท้องถิ่นเทศบาลเมืองเมืองปัก,0,-,0,-,"6,364","7,236","13,600","7,009"
6412,30,จังหวัดนครราชสีมา,3073,ท้องถิ่นเทศบาลตำบลตะขบ,0,-,0,-,"2,542","2,689","5,231","1,913"
6412,30,จังหวัดนครราชสีมา,3074,ท้องถิ่นเทศบาลตำบลประทาย,0,-,0,-,"2,934","3,130","6,064","3,104"
6412,30,จังหวัดนครราชสีมา,3075,ท้องถิ่นเทศบาลตำบลหนองหัวฟาน,0,-,0,-,"2,263","2,266","4,529","1,419"
6412,30,จังหวัดนครราชสีมา,3076,ท้องถิ่นเทศบาลตำบลขามสะแกแสง,0,-,0,-,"2,422","2,675","5,097","1,920"
6412,30,จังหวัดนครราชสีมา,3077,ท้องถิ่นเทศบาลตำบลมะค่า,0,-,0,-,949,969,"1,918",595
6412,30,จังหวัดนครราชสีมา,3078,ท้องถิ่นเทศบาลตำบลตลาดแค,0,-,0,-,"1,575","1,730","3,305","1,326"
6412,30,จังหวัดนครราชสีมา,3079,ท้องถิ่นเทศบาลตำบลโนนไทย,0,-,0,-,"1,423","1,645","3,068","1,389"
6412,30,จังหวัดนครราชสีมา,3080,ท้องถิ่นเทศบาลตำบลโคกสวาย,0,-,0,-,"2,558","2,678","5,236","1,785"
6412,30,จังหวัดนครราชสีมา,3081,ท้องถิ่นเทศบาลตำบลหนองกราด,0,-,0,-,"1,958","2,122","4,080","1,352"
6412,30,จังหวัดนครราชสีมา,3082,ท้องถิ่นเทศบาลตำบลด่านขุนทด,0,-,0,-,"2,874","3,242","6,116","3,962"
6412,30,จังหวัดนครราชสีมา,3083,ท้องถิ่นเทศบาลตำบลด่านเกวียน,0,-,0,-,"4,797","5,039","9,836","4,405"
6412,30,จังหวัดนครราชสีมา,3084,ท้องถิ่นเทศบาลตำบลโชคชัย,0,-,0,-,"5,987","6,661","12,648","5,554"
6412,30,จังหวัดนครราชสีมา,3085,ท้องถิ่นเทศบาลตำบลจักราช,0,-,0,-,"1,922","2,179","4,101","1,617"
6412,30,จังหวัดนครราชสีมา,3086,ท้องถิ่นเทศบาลตำบลบ้านเหลื่อม,0,-,0,-,"1,599","1,824","3,423","1,228"
6412,30,จังหวัดนครราชสีมา,3087,ท้องถิ่นเทศบาลตำบลเมืองคง,0,-,0,-,"1,049","1,142","2,191","1,008"
6412,30,จังหวัดนครราชสีมา,3088,ท้องถิ่นเทศบาลตำบลเทพาลัย,0,-,0,-,"1,328","1,442","2,770",858
6412,30,จังหวัดนครราชสีมา,3089,ท้องถิ่นเทศบาลตำบลเสิงสาง,0,-,0,-,"3,669","3,936","7,605","3,207"
6412,30,จังหวัดนครราชสีมา,3090,ท้องถิ่นเทศบาลตำบลโนนสมบูรณ์,0,-,0,-,"2,890","2,946","5,836","1,831"
6412,30,จังหวัดนครราชสีมา,3091,ท้องถิ่นเทศบาลตำบลไทรโยง-ไชยวาล,0,-,0,-,"1,795","1,854","3,649","1,166"
6412,30,จังหวัดนครราชสีมา,3092,ท้องถิ่นเทศบาลตำบลแชะ,0,-,0,-,"2,771","3,179","5,950","3,033"
6412,30,จังหวัดนครราชสีมา,3093,ท้องถิ่นเทศบาลตำบลจระเข้หิน,0,-,0,-,"2,874","3,220","6,094","2,406"
6412,30,จังหวัดนครราชสีมา,3094,ท้องถิ่นเทศบาลตำบลจอหอ,0,-,0,-,"8,376","8,592","16,968","9,909"
6412,30,จังหวัดนครราชสีมา,3095,ท้องถิ่นเทศบาลตำบลโคกกรวด,0,-,0,-,"3,330","3,763","7,093","4,687"
6412,30,จังหวัดนครราชสีมา,3096,ท้องถิ่นเทศบาลตำบลโนนสูง,0,-,0,-,"4,605","4,973","9,578","4,013"
6412,30,จังหวัดนครราชสีมา,3097,ท้องถิ่นเทศบาลเมืองบัวใหญ่,0,-,0,-,"6,464","7,058","13,522","7,176"
6412,30,จังหวัดนครราชสีมา,3098,ท้องถิ่นเทศบาลเมืองปากช่อง,0,-,0,-,"15,663","17,602","33,265","18,884"
6412,30,จังหวัดนครราชสีมา,3099,ท้องถิ่นเทศบาลนครนครราชสีมา,0,-,0,-,"56,073","64,281","120,354","72,306"
6412,31,จังหวัดบุรีรัมย์,0,-,0,-,0,-,"783,531","796,274","1,579,805","483,349"
6412,31,จังหวัดบุรีรัมย์,3101,อำเภอเมืองบุรีรัมย์,0,-,0,-,"87,130","87,602","174,732","53,449"
6412,31,จังหวัดบุรีรัมย์,3102,อำเภอคูเมือง,0,-,0,-,"29,677","29,555","59,232","16,374"
6412,31,จังหวัดบุรีรัมย์,3103,อำเภอกระสัง,0,-,0,-,"50,148","51,398","101,546","26,527"
6412,31,จังหวัดบุรีรัมย์,3104,อำเภอนางรอง,0,-,0,-,"45,837","47,336","93,173","26,618"
6412,31,จังหวัดบุรีรัมย์,3105,อำเภอหนองกี่,0,-,0,-,"28,838","28,515","57,353","15,549"
6412,31,จังหวัดบุรีรัมย์,3106,อำเภอละหานทราย,0,-,0,-,"9,752","9,726","19,478","5,823"
6412,31,จังหวัดบุรีรัมย์,3107,อำเภอประโคนชัย,0,-,0,-,"62,388","62,937","125,325","36,671"
6412,31,จังหวัดบุรีรัมย์,3108,อำเภอบ้านกรวด,0,-,0,-,"20,421","20,573","40,994","11,451"
6412,31,จังหวัดบุรีรัมย์,3109,อำเภอพุทไธสง,0,-,0,-,"20,326","21,264","41,590","12,324"
6412,31,จังหวัดบุรีรัมย์,3110,อำเภอลำปลายมาศ,0,-,0,-,"57,163","57,403","114,566","31,324"
6412,31,จังหวัดบุรีรัมย์,3111,อำเภอสตึก,0,-,0,-,"49,296","49,488","98,784","27,374"
6412,31,จังหวัดบุรีรัมย์,3112,อำเภอปะคำ,0,-,0,-,"19,193","19,143","38,336","11,878"
6412,31,จังหวัดบุรีรัมย์,3113,อำเภอนาโพธิ์,0,-,0,-,"14,100","14,414","28,514","8,008"
6412,31,จังหวัดบุรีรัมย์,3114,อำเภอหนองหงส์,0,-,0,-,"17,856","17,582","35,438","9,436"
6412,31,จังหวัดบุรีรัมย์,3115,อำเภอพลับพลาชัย,0,-,0,-,"14,134","13,667","27,801","7,166"
6412,31,จังหวัดบุรีรัมย์,3116,อำเภอห้วยราช,0,-,0,-,"16,144","16,355","32,499","8,283"
6412,31,จังหวัดบุรีรัมย์,3117,อำเภอโนนสุวรรณ,0,-,0,-,"10,867","10,946","21,813","6,419"
6412,31,จังหวัดบุรีรัมย์,3118,อำเภอชำนิ,0,-,0,-,"17,664","17,718","35,382","9,185"
6412,31,จังหวัดบุรีรัมย์,3119,อำเภอบ้านใหม่ไชยพจน์,0,-,0,-,"10,898","11,214","22,112","6,102"
6412,31,จังหวัดบุรีรัมย์,3120,อำเภอโนนดินแดง,0,-,0,-,"9,428","9,308","18,736","5,778"
6412,31,จังหวัดบุรีรัมย์,3121,อำเภอบ้านด่าน,0,-,0,-,"9,264","9,541","18,805","4,615"
6412,31,จังหวัดบุรีรัมย์,3122,อำเภอแคนดง,0,-,0,-,"13,354","13,547","26,901","7,417"
6412,31,จังหวัดบุรีรัมย์,3123,อำเภอเฉลิมพระเกียรติ,0,-,0,-,"6,005","6,073","12,078","3,553"
6412,31,จังหวัดบุรีรัมย์,3162,ท้องถิ่นเทศบาลตำบลจันดุม,0,-,0,-,"5,211","5,339","10,550","2,954"
6412,31,จังหวัดบุรีรัมย์,3163,ท้องถิ่นเทศบาลตำบลห้วยหิน,0,-,0,-,"4,838","4,891","9,729","2,662"
6412,31,จังหวัดบุรีรัมย์,3164,ท้องถิ่นเทศบาลตำบลสำโรงใหม่,0,-,0,-,"6,348","6,326","12,674","3,761"
6412,31,จังหวัดบุรีรัมย์,3165,ท้องถิ่นเทศบาลตำบลจันทบเพชร,0,-,0,-,"3,905","3,946","7,851","2,404"
6412,31,จังหวัดบุรีรัมย์,3166,ท้องถิ่นเทศบาลตำบลหนองแวง,0,-,0,-,"8,463","8,355","16,818","4,235"
6412,31,จังหวัดบุรีรัมย์,3167,ท้องถิ่นเทศบาลตำบลหนองไม้งาม,0,-,0,-,"5,055","5,020","10,075","2,914"
6412,31,จังหวัดบุรีรัมย์,3168,ท้องถิ่นเทศบาลตำบลบ้านกรวดปัญญาวัฒน์,0,-,0,-,"4,667","4,665","9,332","2,721"
6412,31,จังหวัดบุรีรัมย์,3169,ท้องถิ่นเทศบาลตำบลบ้านด่าน,0,-,0,-,"5,898","6,123","12,021","3,314"
6412,31,จังหวัดบุรีรัมย์,3170,ท้องถิ่นเทศบาลตำบลถาวร,0,-,0,-,"3,784","3,881","7,665","2,213"
6412,31,จังหวัดบุรีรัมย์,3171,ท้องถิ่นเทศบาลตำบลยายแย้มวัฒนา,0,-,0,-,"4,321","4,299","8,620","2,349"
6412,31,จังหวัดบุรีรัมย์,3172,ท้องถิ่นเทศบาลตำบลอิสาณ,0,-,0,-,"10,239","11,278","21,517","12,904"
6412,31,จังหวัดบุรีรัมย์,3174,ท้องถิ่นเทศบาลตำบลศาลเจ้าพ่อขุนศรี,0,-,0,-,"1,663","1,703","3,366","1,305"
6412,31,จังหวัดบุรีรัมย์,3175,ท้องถิ่นเทศบาลตำบลตาจง,0,-,0,-,"8,372","8,261","16,633","4,361"
6412,31,จังหวัดบุรีรัมย์,3176,ท้องถิ่นเทศบาลตำบลพนมรุ้ง,0,-,0,-,"5,717","6,099","11,816","3,902"
6412,31,จังหวัดบุรีรัมย์,3177,ท้องถิ่นเทศบาลตำบลแคนดง,0,-,0,-,"2,718","2,751","5,469","1,925"
6412,31,จังหวัดบุรีรัมย์,3178,ท้องถิ่นเทศบาลตำบลโนนดินแดง,0,-,0,-,"4,637","4,795","9,432","3,617"
6412,31,จังหวัดบุรีรัมย์,3179,ท้องถิ่นเทศบาลตำบลบ้านใหม่ไชยพจน์,0,-,0,-,"2,083","2,198","4,281","1,427"
6412,31,จังหวัดบุรีรัมย์,3180,ท้องถิ่นเทศบาลตำบลโนนสุวรรณ,0,-,0,-,"1,611","1,684","3,295","1,069"
6412,31,จังหวัดบุรีรัมย์,3181,ท้องถิ่นเทศบาลตำบลห้วยราช,0,-,0,-,"2,506","2,558","5,064","1,425"
6412,31,จังหวัดบุรีรัมย์,3182,ท้องถิ่นเทศบาลตำบลพลับพลาชัย,0,-,0,-,"3,342","3,278","6,620","1,958"
6412,31,จังหวัดบุรีรัมย์,3183,ท้องถิ่นเทศบาลตำบลหนองหงส์,0,-,0,-,"2,376","2,378","4,754","1,753"
6412,31,จังหวัดบุรีรัมย์,3184,ท้องถิ่นเทศบาลตำบลนาโพธิ์,0,-,0,-,"1,760","1,910","3,670","1,665"
6412,31,จังหวัดบุรีรัมย์,3185,ท้องถิ่นเทศบาลตำบลปะคำ,0,-,0,-,"3,505","3,611","7,116","2,813"
6412,31,จังหวัดบุรีรัมย์,3186,ท้องถิ่นเทศบาลตำบลสตึก,0,-,0,-,"5,312","5,690","11,002","5,634"
6412,31,จังหวัดบุรีรัมย์,3187,ท้องถิ่นเทศบาลตำบลลำปลายมาศ,0,-,0,-,"6,353","6,948","13,301","6,212"
6412,31,จังหวัดบุรีรัมย์,3188,ท้องถิ่นเทศบาลตำบลทะเมนชัย,0,-,0,-,"2,138","2,185","4,323","1,251"
6412,31,จังหวัดบุรีรัมย์,3189,ท้องถิ่นเทศบาลตำบลพุทไธสง,0,-,0,-,"1,988","2,192","4,180","2,260"
6412,31,จังหวัดบุรีรัมย์,3190,ท้องถิ่นเทศบาลตำบลบ้านกรวด,0,-,0,-,"1,916","1,981","3,897","1,987"
